filename	imdb_id	company_id	company_name
0047d26457fdb00cedb03298f3507228	0111161	Castle Rock Entertainment	0040620
13fb6f7e0257f64ca705d7cb1ed8686a	0137523	Fox 2000 Pictures	0017497
26d24e4fd4c32f9568b84135d32d3abd	0133093	Groucho II Film Partnership	0025703
43474ec3212ab30d99eb0401a9df60c7	0076759	Lucasfilm	0071326
68a9d1d665719a59691b086592f3f427	0068646	Alfran Productions	0255097
919fe9691f3b68c90fb4f4aaa84273b3	0110912	A Band Apart	0019267
b237419ef642b942b483cb0ab67dbd96	0120737	New Line Cinema	0046718
b74b1bf6e9d40a95f721981455767bc4	0468569	Warner Bros. Pictures	0026840
ebc3b474f73ce6cf14ff0f0c2d736e2b	0167260	New Line Cinema	0046718
